nicho,cidade,nome,endereco,telefone,website,tipo,nota,reviews,Descricao,Latitude,Longitude
Consultoria em energia trifásica e subestações industriais,Itajubá,PS Soluções,Itajubá - MG,(35) 3621-1525,,Fornecedor de equipamentos industriais,4.7,12.0,"""para frente e para o alto!""",-22.437023,-45.438633
Consultoria em energia trifásica e subestações industriais,Itajubá,Forca Elétrica Geradores em Minas Gerais,Belo Horizonte - MG,(31) 99972-2069,,Equipamentos e soluções de energia,5.0,1.0,,-19.892826,-43.932518
Consultoria em energia trifásica e subestações industriais,Itajubá,AER,Itajubá - MG,(35) 99204-0064,,Equipamentos e soluções de energia,5.0,3.0,,-22.43108,-45.45909
Consultoria em energia trifásica e subestações industriais,Itajubá,Sisvôo – Sistemas Eletrônicos Ltda.,Itajubá - MG,(35) 3621-2823,,Fabricante de eletrônicos,4.9,14.0,"""Desde o atendimento até a execução.""",-22.425716,-45.476257
Consultoria em energia trifásica e subestações industriais,Itajubá,Alta Tensão Energia Solar,Itajubá - MG,(35) 2143-1277,,Fornecedor de equipamentos a energia solar,4.9,44.0,"""Melhor empresa do ramo em Itajubá e região!""",-22.439768,-45.435738
Consultoria em energia trifásica e subestações industriais,Itajubá,Instel Montagens Elétricas Ltda,Itajubá - MG,(35) 99901-9086,,Eletricista,5.0,2.0,,-22.424553,-45.475204
Reforma e impermeabilização de telhados,Itajubá,Imperhouse Impermeabilização & Com Ltda,Itajubá - MG,(35) 3623-4566,,Loja de materiais de construção,4.0,3.0,,-22.423012,-45.461155
Reforma e impermeabilização de telhados,Itajubá,Toldos Itajubá,Itajubá - MG,(35) 99986-2110,,Empreiteira,5.0,2.0,,-22.420546,-45.481018
Reforma e impermeabilização de telhados,Itajubá,KM Calhas Itajubá,Itajubá - MG,,,Prestador de serviços de construção civil,5.0,11.0,,-22.449078,-45.4187
Reforma e impermeabilização de telhados,Itajubá,Minas Calhas,Itajubá - MG,(35) 3622-9106,,Serviço de calhas,4.7,81.0,"""Gratidão pelo Belíssimo acabamento que deu na reforma da minha casa.""",-22.43002,-45.460163
Reforma e impermeabilização de telhados,Itajubá,CP - Soluções construtora,,(35) 99711-0498,,Construtora,5.0,16.0,,,
Reforma e impermeabilização de telhados,Itajubá,CASA CLEAN SERVIÇOS,,(35) 99983-4380,,Limpeza,5.0,42.0,"""Super fácil e rápido o agendamento da limpeza.""",,
Reforma e impermeabilização de telhados,Itajubá,"Maduro - Pedreiro para Construção, Acabamentos e Reformas",Itajubá - MG,(35) 3621-5558,,Construtor Imobiliário,,,,-22.425632,-45.459743
Reforma e impermeabilização de telhados,Itajubá,GILMAR ITACALHAS - Distribuidora de ferro aço em Itajubá,Itajubá - MG,(35) 3622-6115,,Distribuidor de aço,5.0,36.0,,-22.430555,-45.44805
Reforma e impermeabilização de telhados,Itajubá,DRYWALL EXATA VENDAS,Itajubá - MG,(35) 3623-4566,,Loja,4.8,6.0,,-22.422178,-45.461548
Reforma e impermeabilização de telhados,Itajubá,Decora,Itajubá - MG,(35) 99849-5324,,Serralharia,4.7,15.0,"""Excelente atendimento , entrega no prazo e acabamento com qualidade .""",-22.430733,-45.447205
Reforma e impermeabilização de telhados,Itajubá,Lucas Grilo Reformas,Itajubá - MG,(35) 98417-6878,,Reformas,,,,-22.41955,-45.454224
Reforma e impermeabilização de telhados,Itajubá,Bh reformas prediais,Belo Horizonte - MG,(31) 2531-1572,,Construtora,4.4,28.0,,-19.936003,-43.969902
Reforma e impermeabilização de telhados,Itajubá,Bueno Estrutural - Mega Estaca,Itajubá - MG,(35) 99731-4004,,Empresa de engenharia civil,5.0,5.0,"""Preço justo!""",-22.42173,-45.4606
Reforma e impermeabilização de telhados,Itajubá,CALHAS ALENCAR LTDA,Itajubá - MG,(35) 99852-5604,,Serviço de locação de equipamentos para construção civil,5.0,15.0,"""Trabalho bem feito, sem bagunça, ágil e bom preço.""",-22.443909,-45.47184
Reforma e impermeabilização de telhados,Itajubá,Valentim Gesso Drywall,Itajubá - MG,(35) 98448-5200,,Construtora,4.8,17.0,"""Excelentes profissionais preço bom""",-22.430866,-45.45694
Reforma e impermeabilização de telhados,Itajubá,FSI Serviços Itajubá-MG | Limpeza e conservação de ambientes | Limpeza Pós-Obra | Vigia | Portaria,Itajubá - MG,(35) 2143-1384,,Limpeza,4.5,31.0,,-22.443478,-45.435562
Reforma e impermeabilização de telhados,Itajubá,"LM Serralheria Padre Lourenço - Fabricação de Carretinhas, estrutura metálica em itajuba",Itajubá - MG,(35) 3623-7349,,Serralharia,3.3,6.0,,-22.435104,-45.43783
Reforma e impermeabilização de telhados,Itajubá,Prisma Projetos e Construções,Itajubá - MG,(35) 3623-1119,,Construtora,5.0,1.0,,-22.439068,-45.475708
Reforma e impermeabilização de telhados,Itajubá,Rodrigues Madeireira Itajubá,Itajubá - MG,(35) 99152-8669,,Loja de madeiras,5.0,52.0,"""Ótimo atendimento e preços acessíveis.. Recomendo de mais!""",-22.422968,-45.489025
Reforma e impermeabilização de telhados,Itajubá,Grupo Construita - Terraplanagem | Telecaçamba | Loteamentos | Construção,Itajubá - MG,(35) 3623-9880,,Construtora,4.6,19.0,,-22.43983,-45.43549
Automação de portões e segurança residencial premium,Itajubá,Portlarm Itajubá,Itajubá - MG,(35) 99706-4660,,Loja de eletrônicos,5.0,14.0,"""Serviço de qualidade, atendimento melhor ainda !""",-22.433567,-45.45369
Automação de portões e segurança residencial premium,Itajubá,SR Segurança Eletrônica - Câmeras | Alarmes | Portões,Itajubá - MG,(35) 91001-4727,,Empresa de segurança,3.9,14.0,"""Foram rápidos e muito competentes!""",-22.4301,-45.460377
Automação de portões e segurança residencial premium,Itajubá,Forte Larme,Itajubá - MG,(35) 98863-9046,,Fornecedor de sistema de segurança,5.0,23.0,"""Empresa séria, ótimos funcionários e agilidade no atendimento""",-22.429548,-45.45509
Automação de portões e segurança residencial premium,Itajubá,Techouse Segurança Eletrônica - Sistemas | Câmeras | Redes | Alarmes,Itajubá - MG,(35) 3623-8574,,Empresa de segurança,4.4,57.0,"""para resultados msis satisfatorios, dentro da demanda de cada caso.""",-22.425575,-45.46214
Automação de portões e segurança residencial premium,Itajubá,SEGURANCA ELETRONICA CONSTRUFER,Itajubá - MG,(35) 99225-0375,,Empresa de segurança,5.0,27.0,"""Muito atenciosos e sempre resolveram o problema muito rápido.""",-22.434652,-45.437935
Automação de portões e segurança residencial premium,Itajubá,Semelc Sistemas de Segurança - Itajubá,Itajubá - MG,(35) 99957-8208,,Empresa de segurança,4.9,29.0,"""Equipe de qualidade, competência e rapidez, recomendo""",-22.424557,-45.45105
Automação de portões e segurança residencial premium,Itajubá,Pronety Segurança Eletrônica,Itajubá - MG,(35) 3623-1229,,Fornecedor de sistema de segurança,3.0,2.0,,-22.42934,-45.46483
Automação de portões e segurança residencial premium,Itajubá,Serralheria Biguá,Itajubá - MG,(35) 99184-4249,,Serralharia,5.0,18.0,"""Atendimento rápido e super atenciosos, trabalho impecável!""",-22.432453,-45.44065
Automação de portões e segurança residencial premium,Itajubá,Leão segurança,Itajubá - MG,(35) 3012-3057,,Serviço de segurança,4.9,46.0,"""Recomendo a Leão Segurança em Itajubá!!""",-22.423586,-45.475525
Automação de portões e segurança residencial premium,Itajubá,Central das Câmeras e Concertinas,Itajubá - MG,(35) 99868-1108,,Fornecedor de sistema de segurança,5.0,8.0,"""Profissionais ótimos, instalaram câmera na minha casa""",-22.428127,-45.461956
Automação de portões e segurança residencial premium,Itajubá,"LM Serralheria Padre Lourenço - Fabricação de Carretinhas, estrutura metálica em itajuba",Itajubá - MG,(35) 3623-7349,,Serralharia,3.3,6.0,,-22.435104,-45.43783
Automação de portões e segurança residencial premium,Itajubá,ALPHA PROJETOS & T.I.,Itajubá - MG,(35) 3622-9300,,Fornecedor de sistema de segurança,4.3,12.0,"""Excelente Profissionais!!!""",-22.431213,-45.45718
Automação de portões e segurança residencial premium,Itajubá,PORTECH SEGURANÇA ELETRONICA,Janaúba - MG,(38) 3821-1085,,Empresa de segurança,2.0,2.0,,-15.807951,-43.30489
Automação de portões e segurança residencial premium,Itajubá,Serralheria JJ,Itajubá - MG,(35) 3622-6244,,Serralharia,5.0,3.0,,-22.429712,-45.444347
Automação de portões e segurança residencial premium,Itajubá,Câmera de Segurança BH - Interfone BH - CFTV BH - Portão Eletrônico BH,Belo Horizonte - MG,(31) 99897-4331,,Fornecedor de sistema de segurança,4.7,21.0,,-19.83439,-43.98023
Automação de portões e segurança residencial premium,Itajubá,Decora,Itajubá - MG,(35) 99849-5324,,Serralharia,4.7,15.0,"""Super Recomendo!""",-22.430733,-45.447205
Automação de portões e segurança residencial premium,Itajubá,Icasa Alarmes em BH Segurança Eletrônica em BH portão automático em BH,Belo Horizonte - MG,(31) 3089-0028,,Fornecedor de sistema de segurança,4.9,49.0,"""Foram bem solícitos e rápidos para instalar um sensor porta aberta.""",-19.926792,-43.96955
Automação de portões e segurança residencial premium,Itajubá,"Prisma | Portões, Segurança Eletrônica e Controle de Acesso",Belo Horizonte - MG,(31) 3234-0606,,Fornecedor de sistema de segurança,4.3,19.0,"""Nota 10 desde o início até a finalização do trabalho.""",-19.94842,-43.960552
Automação de portões e segurança residencial premium,Itajubá,ALPHA CONDOMÍNIOS,Itajubá - MG,(35) 3622-9300,,Centro comercial,,,,-22.423422,-45.45203
Automação de portões e segurança residencial premium,Itajubá,VS Elétrica e Segurança Eletrônica,São João del Rei - MG,(32) 99867-0650,,Serviço de instalação de sistema de segurança,5.0,50.0,"""... a VS Elétrica e Segurança Eletrônica pra cuidar da sua casa.""",-21.140171,-44.281258
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Zetalab LTDA,"R. Cel. Joaquim Francisco, 341",(35) 99974-5904,,Consultor em acústica,5.0,25.0,"""Empresa muito competente de ótima qualidade e serviços""",-22.426107,-45.448444
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,"Convicsom | Som Profissional, Instrumentos Musicais e Acessórios","R. Maj. Belo Lisboa, 313",(35) 3621-3333,,Loja de Instrumentos Musicais,4.5,171.0,"""Excelente loja de equipamentos sonoros.""",-22.4254,-45.457073
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Technica Assessoria,Ipatinga - MG,(31) 97524-7232,,Empresa de engenharia civil,4.6,11.0,,-19.47835,-42.55331
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Bueno Estrutural - Mega Estaca,"R. Mal. Floriano, 237",(35) 99731-4004,,Empresa de engenharia civil,5.0,5.0,"""serviço impecável e respeito ao cliente!!""",-22.42173,-45.4606
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Combate Consultoria Ambiental Técnica Ltda.,"R. Orminda Ribeiro Dias, 71",(35) 99193-1172,,Consultoria,4.0,1.0,,-22.433466,-45.458237
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Audiosonica Acústica e Ruído,Belo Horizonte - MG,(31) 98511-0153,,Consultoria em engenharia,5.0,21.0,,-19.93637,-43.974648
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Espaço Ser Musicoterapia e Educação Musical,"R. Dr. Xavier Lisboa, 254",(35) 99853-0976,,Escola de Música,5.0,6.0,"""O trabalho desenvolvido vai muito além.""",-22.427198,-45.450935
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,DAC Engenharia Ltda,"R. Cel. Joaquim Francisco, 341",(35) 2143-9087,,Empresa de engenharia civil,5.0,11.0,"""Super recomendamos!""",-22.426107,-45.448444
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,"MacStudio - adesivos, faixas, banners, placas, crachás, canecas, impressão digital envelopamento de veículos","Av. José Manoel Pereira, 279",(35) 99247-1649,,Faixas e placas,4.6,80.0,"""Qualidade excelente, preço justo e pontualidade na entrega.""",-22.432167,-45.460083
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,AKuario Engenharia Acústica,Belo Horizonte - MG,(31) 97509-4568,,Consultoria em engenharia,5.0,12.0,"""A maior experiência em acústica e áudio de belo horizonte está aqui.""",-19.912457,-43.93107
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Garcia Monaco Consultoria Ambiental,"R. Quintino Bocaiúva, 94",(35) 3623-2396,,Consultoria,4.5,8.0,,-22.421421,-45.460667
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,PROECO - Soluções em Acústica e Vibrações Ltda (Matriz).,Florianópolis - SC,(11) 95602-2803,,Consultor em acústica,5.0,24.0,"""Profissional muito pontual e competente""",-27.578192,-48.510998
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Sense Acústica e Arquitetura,Ipatinga - MG,(31) 99928-0576,,Consultoria,5.0,2.0,"""Bons profissionais, atenciosos e a qualidade do serviço é muito boa.""",-19.489136,-42.525936
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Haus Arquitetura e Engenharia,"Edifício Comercial - R. Maj. Belo Lisboa, 22",(35) 99705-9211,,Escritório da empresa,5.0,29.0,"""Muito satisfeito com o trabalho e ansioso para futuras colaborações!""",-22.42504,-45.454197
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,MMC LAB Controle Tecnológico Ltda.,Canoas - RS,(51) 3103-2929,,Consultoria em engenharia,5.0,15.0,"""Qualidade, Infraestrutura e Responsabilidade!""",-29.953892,-51.172756
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Leo Lachini Sound Design & Acoustics,Belo Horizonte - MG,(31) 99313-3535,,Estúdio de gravação,5.0,1.0,,-19.913975,-43.969345
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,FUPAI - Fundação de Pesquisa e Assessoramento à Indústria,"R. Dr. Xavier Lisboa, 27",(35) 3629-3500,,Organização sem fins lucrativos,4.7,82.0,"""Excelente didática, ótimos treinamentos e profissionais capacitados.""",-22.425766,-45.45246
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Santi Engenharia e Meio Ambiente,"R. Com. Antônio Rodrigues de Oliveira, 185",(35) 99989-1550,,Empresa de engenharia civil,,,,-22.420956,-45.44589
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Viço Acústica,,(91) 98057-8203,,Consultoria,,,,,
Consultoria e execução de acústica em estúdios e igrejas,Itajubá,Valentim Gesso Drywall,"R. Protógenes Pinto D'almeida, N° 25",(35) 98448-5200,,Construtora,4.8,17.0,"""O trabalho é impecável, muito top o serviço dele Indico super""",-22.430866,-45.45694
Instalação e regularização de poços artesianos,Itajubá,Perfurarte Poços Artesianos,Pouso Alegre - MG,0800 591 1812,,Empreiteira de perfuração de poços,4.9,65.0,"""Empresa e funcionários qualificados, recomendo a perfuração.""",-22.220415,-45.922188
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,ONG PROJETO ALIMENTE,Itajubá - MG,(35) 99104-4016,,Organização sem fins lucrativos,4.8,4.0,,-22.458605,-45.48125
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Finis Gestão Para Resultados,Itajubá - MG,(35) 98831-8913,,Consultoria empresarial,5.0,30.0,"""Empresa de excelência, equipe dedicada e comprometida.""",-22.430357,-45.44691
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,RESGACTI,,(35) 99945-0494,,Organização não governamental,4.1,7.0,,,
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,AIESEC em Itajubá,Itajubá - MG,,,Organização não governamental,4.8,17.0,,-22.413187,-45.45155
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Knabe Consultoria Empresarial LTDA,Itajubá - MG,(35) 98703-2387,,Consultoria empresarial,5.0,30.0,"""Profissionais de alta capacidade intelectual e honestidade...""",-22.428488,-45.446568
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Sistema Consultoria Desenvolvimento e Cursos,Itajubá - MG,(35) 3623-7321,,Empresa de Software,3.0,2.0,,-22.439123,-45.43677
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Associação de Voluntários Viva a Vida de Itajubá,Itajubá - MG,(35) 3622-2294,,Associação / organização,4.8,30.0,"""Muito competentes.""",-22.419737,-45.464245
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Incubadora de Empresas de Base Tecnológica de Itajubá,Itajubá - MG,,,Sindicato,5.0,22.0,,-22.410841,-45.449615
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Sebrae Minas - Itajubá,Itajubá - MG,(35) 3690-5230,,Consultoria empresarial,4.7,74.0,"""Pessoal muito atencioso nota 11""",-22.422575,-45.461063
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,"ACIEI - Associação Comercial, Industrial e Empresarial de Itajubá | MG",Itajubá - MG,(35) 3622-1020,,Associação / organização,4.3,107.0,"""Excelente instituição para associados e também para se trabalhar!!""",-22.424843,-45.458782
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Smart Pública,Itajubá - MG,(35) 99152-6034,,Consultoria empresarial,,,,-22.432556,-45.46303
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,INOVAI,Itajubá - MG,(35) 3629-1700,,Consultoria empresarial,5.0,6.0,"""Recomendo muito.""",-22.410864,-45.449745
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,S.O.ESCO Ensaios,Itajubá - MG,(35) 3622-4215,,Consultoria em engenharia,5.0,7.0,"""Empresa séria e equipe capacitada....""",-22.431505,-45.44931
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Dearo Marketing Social e Captação de Recursos,São Paulo - SP,(11) 3382-1477,,Consultoria,4.1,9.0,"""Recomendo de olhos fechados!""",-23.566559,-46.649612
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Employer RH Itajubá,Itajubá - MG,(35) 99704-5794,,Assessoria de recursos humanos,4.8,31.0,"""Muito bom recomendo a todos""",-22.427706,-45.44735
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,AMASP-Assoc Municípios da Micro Região Alto Sapucaí,Itajubá - MG,(35) 3622-4211,,Associação / organização,4.6,22.0,"""bom dia, preciso do telefone do consórcio,""",-22.426561,-45.44133
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,CDL Itajubá - Câmara de Dirigentes Lojistas de Itajubá,Itajubá - MG,(35) 3622-3511,,Associação / organização,4.4,65.0,"""Resolve os problemas rapido e facil""",-22.424831,-45.457035
