nicho,cidade,nome,endereco,telefone,website,tipo,nota,reviews,Descricao,Latitude,Longitude
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Amplitude Soluções em Tratamento e Isolamento Acústico Industrial,Curitiba - PR,(41) 3379-2258,,Consultor em acústica,4.8,21.0,"""Qualidade dos materiais aplicados e acabamento muito bons!""",-25.511555,-49.219147
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Remo Engenharia Itajubá,Itajubá - MG,(35) 99848-8452,,Escritório da empresa,3.0,20.0,,-22.438627,-45.437416
Consultoria em eficiência acústica e isolamento residencial,Itajubá,"Atermo Acústica, Isolamento Térmico e Engenharia Ltda",Belo Horizonte - MG,(31) 3418-4751,,Engenharia ambiental,4.4,7.0,,-19.931004,-43.91463
Consultoria em eficiência acústica e isolamento residencial,Itajubá,MMC LAB Controle Tecnológico Ltda.,Canoas - RS,(51) 3103-2929,,Laboratório,5.0,15.0,"""Qualidade, Infraestrutura e Responsabilidade!""",-29.953892,-51.172756
Consultoria em eficiência acústica e isolamento residencial,Itajubá,FSI Serviços Itajubá-MG | Limpeza e conservação de ambientes | Limpeza Pós-Obra | Vigia | Portaria,Itajubá - MG,(35) 2143-1384,,Limpeza,4.5,31.0,,-22.443478,-45.435562
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Techouse Segurança Eletrônica - Sistemas | Câmeras | Redes | Alarmes,Itajubá - MG,(35) 3623-8574,,Empresa de segurança,4.4,57.0,"""Excelente atendimento 🤩👏🏼 Recomendoo super 🤩""",-22.425575,-45.46214
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Mohallem Engenharia Ltda,Itajubá - MG,(35) 3629-9150,,Construtora,4.4,18.0,"""Empresa sensacional com ótima equipe.""",-22.417698,-45.458862
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Menos Barulho Isolamento Acústico e Térmico,Belo Horizonte - MG,(31) 3081-9894,,Empreiteira de serviços de isolamento,4.8,130.0,"""Jhenifer é atenciosa e sempre oferencendo custo e beneficio.""",-19.99644,-44.009254
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Grupo JIM Industrial,Itajubá - MG,(35) 3621-3162,,Construtora,4.6,20.0,,-22.418173,-45.445614
Projetos e instalação de energia eólica de pequeno porte,Itajubá,AER,Itajubá - MG,(35) 99204-0064,,Equipamentos e soluções de energia,5.0,3.0,,-22.43108,-45.45909
Projetos e instalação de energia eólica de pequeno porte,Itajubá,Energia Service,Itajubá - MG,(35) 3617-0296,,Fornecedor de equipamentos a energia solar,4.8,17.0,"""Empresa de ótima qualidade!!""",-22.438341,-45.4369
Projetos e instalação de energia eólica de pequeno porte,Itajubá,Solarprime Soluções em Energia | Unidade Itajubá,Itajubá - MG,(35) 99139-2758,,Fornecedor de equipamentos a energia solar,5.0,42.0,"""Recomendo a todos q tiverem interesse a usar energia solar.""",-22.441967,-45.433247
Projetos e instalação de energia eólica de pequeno porte,Itajubá,3T SOLAR - Soluções em Energia | Energia Solar | Painéis Fotovoltáicos,Itajubá - MG,(35) 3622-0802,,Fornecedor de equipamentos a energia solar,4.7,35.0,"""Super recomendado!""",-22.424833,-45.46815
Projetos e instalação de energia eólica de pequeno porte,Itajubá,Sisvôo – Sistemas Eletrônicos Ltda.,Itajubá - MG,(35) 3621-2823,,Fabricante de eletrônicos,4.9,14.0,"""Empresa sensacional.""",-22.425716,-45.476257
Projetos e instalação de energia eólica de pequeno porte,Itajubá,CERPCH,Itajubá - MG,(35) 3629-1735,,Fornecedor de equipamentos a energia solar,,,,-22.412363,-45.44962
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Grupo Rigotto Engenharia,Itajubá - MG,(31) 99912-2132,,Empresa de topografia,5.0,38.0,"""Ótimo profissional recomendo atenciosos e prestativos""",-22.428637,-45.464245
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Ambientalles Consultoria Ambiental e Projetos de Engenharia,,(35) 99190-9700,,Consultoria em engenharia,5.0,1.0,"""Profissionais competentes e agilidade na entrega das demandas.""",,
Consultoria em geotecnia e estabilidade de taludes,Itajubá,META ENVIRON - Consultoria Ambiental e Engenharia,Itajubá - MG,(35) 99892-1421,,Engenharia ambiental,5.0,1.0,,-22.434446,-45.458717
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Gomes & Silva Consultoria Ambiental,Itajubá - MG,(35) 99150-9333,,Engenharia ambiental,5.0,7.0,"""Equipe super atenciosa, estou satisfeita com o atendimento.""",-22.445606,-45.436924
Consultoria em geotecnia e estabilidade de taludes,Itajubá,DRT ENGENHARIA E REPRESENTAÇÃO LTDA.,Itajubá - MG,(35) 3622-8675,,Consultor ambiental,,,,-22.436277,-45.456104
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Tayla Engenharia (Soluções em Engenharia e Fundações),Itajubá - MG,(35) 99746-4853,,Engenheiro civil,,,,-22.427866,-45.44766
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Equilibre Ambiental,Itajubá - MG,(35) 3622-2837,,Consultor ambiental,4.9,18.0,"""Super recomendo e confio na equipe da empresa Equilibre Ambiental!""",-22.422697,-45.453815
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Finis Gestão Para Resultados,Itajubá - MG,(35) 98831-8913,,Consultoria empresarial,5.0,30.0,"""Prestam um ótimo atendimento e direcionam sua empresa ao crescimento.""",-22.430357,-45.44691
Consultoria em geotecnia e estabilidade de taludes,Itajubá,DAC Engenharia Ltda,Itajubá - MG,(35) 2143-9087,,Arquiteto,5.0,11.0,"""... agilidade e atendimento e serviço completo em engenharia""",-22.426107,-45.448444
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Evolu2on | Serviço de Engenharia Civil e Geotécnica| Habite-se,Belo Horizonte - MG,(31) 98672-8348,,Engenheiro civil,5.0,8.0,,-19.935217,-43.929935
Consultoria em geotecnia e estabilidade de taludes,Itajubá,GEIA Jr,Itajubá - MG,(35) 98802-9958,,Consultor ambiental,5.0,5.0,,-22.413738,-45.44962
Consultoria em geotecnia e estabilidade de taludes,Itajubá,ALTAI Engenharia,Itajubá - MG,(35) 3629-1622,,Consultoria em engenharia,5.0,1.0,,-22.425396,-45.45281
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Bueno Estrutural - Mega Estaca,Itajubá - MG,(35) 99731-4004,,Empresa de engenharia civil,5.0,5.0,"""Ótimo atendimento e muito prestativo!""",-22.42173,-45.4606
Consultoria em geotecnia e estabilidade de taludes,Itajubá,"EngServ - Soluções para Engenharia, Arquitetura e Topografia",Itajubá - MG,(35) 3621-8834,,Arquiteto,5.0,6.0,"""Ótimo serviço de topografia e engenharia""",-22.425688,-45.44896
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Garcia Monaco Consultoria Ambiental,Itajubá - MG,(35) 3623-2396,,Consultoria,4.5,8.0,,-22.421421,-45.460667
Consultoria em geotecnia e estabilidade de taludes,Itajubá,GEOESTÁVEL CONSULTORIA E PROJETOS,Belo Horizonte - MG,(31) 3448-5100,,Consultoria em engenharia,4.9,51.0,"""Empresa de projetos em geotecnia.""",-19.845644,-43.975273
Consultoria em geotecnia e estabilidade de taludes,Itajubá,SOLINTER SOLUÇÕES AMBIENTAIS E ENGENHARIA,Itajubá - MG,(35) 99911-0012,,Engenharia ambiental,5.0,1.0,,-22.428164,-45.45625
Consultoria em geotecnia e estabilidade de taludes,Itajubá,S.O.ESCO Ensaios,Itajubá - MG,(35) 3622-4215,,Consultoria em engenharia,5.0,7.0,"""Empresa séria e equipe capacitada....""",-22.431505,-45.44931
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Atlas Consultoria Ambiental,Itajubá - MG,(35) 99887-1884,,Consultor ambiental,3.0,1.0,,-22.424501,-45.45092
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Luara Oliveira,Itajubá - MG,(35) 99117-2956,,Engenheiro civil,5.0,9.0,"""Excelente profissional!""",-22.440836,-45.435596
Legalização de obras e imóveis rurais,Itajubá,Prefeitura Municipal de Itajubá,"Av. Dr. Jerson Dias, 500",(35) 99892-8863,,Prefeitura,4.2,195.0,"""Fazendo filmagem do balé no teatro municipal de Itajubá""",-22.412167,-45.436142
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Itajubá Ar Condicionado,"Rua Coronel Goulart, 06 A",(35) 99882-9986,,Serviço de conserto de aparelhos de ar-condicionado,5.0,11.0,,-22.425692,-45.46207
Climatização industrial e ventilação técnica,Itajubá,Refritech Itajubá,"R. Luís Martins Riera, 43",(35) 99839-5598,,Prestador de serviços de climatização,5.0,3.0,"""Recomendo essa empresa""",-22.424026,-45.463387
Climatização industrial e ventilação técnica,Itajubá,CondicionAR - Conforto Térmico e Refrigeração,"R. José Cândido Pereira dos Santos, 199",(35) 99122-9210,,Fornecedor de sistemas de ar condicionado,5.0,60.0,"""Recomendo para todos que precisem de um serviço rápido e de qualidade.""",-22.417131,-45.442295
Climatização industrial e ventilação técnica,Itajubá,ResfriAr Ar Condicionado Itajubá,"R. Francisco Moreira Renno´, 103",(35) 98475-3636,,Prestador de serviços de climatização,5.0,48.0,"""Eu recomendo!""",-22.445478,-45.470512
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Alans,Padre lourenço da costa moreira,(35) 99159-8414,,Prestador de serviços de climatização,5.0,2.0,"""Ótimo atendimento e material de qualidade""",-22.43051,-45.443302
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Alan's,"R. Prof. Estácio Taváres de Melo, 193",(35) 99159-8414,,Fornecedor de sistemas de ar condicionado,5.0,3.0,"""Ótimo atendimento serviço excelente""",-22.426865,-45.44546
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Taets Ltda / Brastemp e Consul,"R. Prof. Estácio Taváres de Melo, 55A",(35) 3622-1299,,Escritório da empresa,3.4,49.0,"""Otima assistencia tecnica precos justos profissionais super competentes""",-22.426786,-45.446777
Climatização industrial e ventilação técnica,Itajubá,Trato Feito - Serviços Profissionais,"R. João Targino Borges, 109",(35) 99272-3996,,Prestador de serviços de climatização,5.0,2.0,,-22.419739,-45.467216
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Ariosto,"R. Dona Maria Carneiro, 173",(35) 3623-5477,,Serviço de conserto de refrigeradores,4.1,12.0,"""A melhor da região""",-22.426392,-45.46092
Climatização industrial e ventilação técnica,Itajubá,ARIOSTO AR CONDICIONADO,"R. Tomás Wood, 113",(35) 3623-6348,,Fornecedor de ar-condicionado,4.0,8.0,"""Atendimento excelente""",-22.424952,-45.464092
Climatização industrial e ventilação técnica,Itajubá,Lombardi Refrigeração,"R. Pompílio Ferrini, 55",(35) 99272-3996,,Prestador de serviços de climatização,5.0,1.0,"""O preço é o praticado no mercado.""",-22.420858,-45.463806
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Ideal,"R. Antônio Salomon, 80",(35) 3622-4376,,Loja de carimbos,4.2,42.0,"""Muito bom,funcionários atenciosos, serviço bem feito e preço bom.""",-22.428892,-45.453484
Climatização industrial e ventilação técnica,Itajubá,Itajubá Coifas,"R. Monsieur Rebourgeon, 283",(35) 98811-6863,,Loja de materiais para restaurante,5.0,9.0,,-22.43897,-45.47317
Climatização industrial e ventilação técnica,Itajubá,Center Frio Refrigeração,"Av. João Antônio Pereira, 182",(35) 3643-1330,,Fornecedor de ar-condicionado,5.0,1.0,,-22.423998,-45.449955
Climatização industrial e ventilação técnica,Itajubá,GWS Soluções Industriais Ltda,"Rod. Poços de Caldas, 173",(35) 99860-4363,,Fabricante de equipamentos de ventilação,5.0,2.0,,-22.423534,-45.475525
Climatização industrial e ventilação técnica,Itajubá,Techouse Segurança Eletrônica - Sistemas | Câmeras | Redes | Alarmes,"R. Cel. Goularte, 06",(35) 3623-8574,,Empresa de segurança,4.4,57.0,"""Recomendo e muito.""",-22.425575,-45.46214
Climatização industrial e ventilação técnica,Itajubá,Tecno Ar - Ar Condicionado Automotivo,"Av. Eduardo José Storino, 91",(35) 3622-6969,,Serviço de conserto de aparelhos de ar-condicionado,4.7,114.0,"""Super recomendo auto nível de conhecimento""",-22.433857,-45.461014
Climatização industrial e ventilação técnica,Itajubá,Refrigeração LBL - Conserto e Instalação,"R. Prof. Estácio Taváres de Melo, 193",(35) 98451-5181,,Serviço de conserto de refrigeradores,4.5,18.0,"""Super recomendo!""",-22.426779,-45.44546
Climatização industrial e ventilação técnica,Itajubá,Grupo JIM Industrial,"R. Dr. Vicente Viléla Viana, 381",(35) 3621-3162,,Construtora,4.6,20.0,,-22.418173,-45.445614
Climatização industrial e ventilação técnica,Itajubá,Eletromaciel,"Pte. Rui Braga, 198",(35) 3622-4735,,Assistência técnica de eletrodomésticos,4.3,36.0,"""Atendimento ótimo""",-22.42692,-45.456318
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Zetalab LTDA,Itajubá - MG,(35) 99974-5904,,Consultor em acústica,5.0,25.0,"""Super recomendo!""",-22.426107,-45.448444
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Equilibre Ambiental,Itajubá - MG,(35) 3622-2837,,Consultor ambiental,4.9,18.0,"""Super recomendo e confio na equipe da empresa Equilibre Ambiental!""",-22.422697,-45.453815
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Garcia Monaco Consultoria Ambiental,Itajubá - MG,(35) 3623-2396,,Consultoria,4.5,8.0,,-22.421421,-45.460667
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Santi Engenharia e Meio Ambiente,Itajubá - MG,(35) 99989-1550,,Escritório da empresa,,,,-22.420956,-45.44589
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Solucionne Termo Acustico do Brasil Ltda,Belo Horizonte - MG,(31) 3442-1713,,Consultor em acústica,4.7,70.0,"""Fiquei tão satisfeito que resolvi trocar as janelas do apartamento todo.""",-19.898674,-43.94329
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,ATLAS Consultoria Ambiental,Itajubá - MG,(35) 3623-3738,,Consultor ambiental,,,,-22.42483,-45.453354
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Atlas Consultoria Ambiental,Itajubá - MG,(35) 99887-1884,,Consultor ambiental,3.0,1.0,,-22.424501,-45.45092
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Solarprime Soluções em Energia | Unidade Itajubá,Itajubá - MG,(35) 99139-2758,,Fornecedor de equipamentos a energia solar,5.0,42.0,"""Muito bom, recomendo.""",-22.441967,-45.433247
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Santa Helena Ambiental,Itajubá - MG,(35) 99199-8089,,Consultor ambiental,3.6,12.0,,-22.469168,-45.481083
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,PS Soluções,Itajubá - MG,(35) 3621-1525,,Fornecedor de equipamentos industriais,4.7,12.0,"""para frente e para o alto!""",-22.437023,-45.438633
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Thermominas prestação de serviços de Isolamento Térmico e Acústico,Ribeirão das Neves - MG,(31) 3281-2057,,Consultor em acústica,4.5,6.0,,-19.804317,-44.007935
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,PAIM PRIME ACÚSTICA - Laudos e Projetos,Guarulhos - SP,(11) 99952-5433,,Consultor em acústica,5.0,29.0,"""Empresa muito profissional, recomendo demais!""",-23.456036,-46.557682
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Sisvôo – Sistemas Eletrônicos Ltda.,Itajubá - MG,(35) 3621-2823,,Fabricante de eletrônicos,4.9,14.0,"""Superaram minhas expectativas.""",-22.425716,-45.476257
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,AUDIUM,Salvador - BA,(71) 98118-9365,,Escritório da empresa,4.6,34.0,"""Excelência e qualidade!""",-13.008024,-38.46173
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Pablo Serrano - Soluções Acústicas,Florianópolis - SC,,,Consultoria em engenharia,5.0,36.0,"""Nos atendeu muito rápido e de imediato apresentou oque deveria ser feito.""",-27.591522,-48.548523
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Rennosonic Tecnologia,Itajubá - MG,(35) 3622-0327,,Escritório da empresa,4.9,8.0,,-22.42691,-45.448032
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Sustentatec Consultoria e Projetos Ambientais,Juatuba - MG,(31) 3535-5057,,Consultor ambiental,4.8,4.0,"""Ótimos profissionais""",-19.964386,-44.350006
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Menos Barulho Isolamento Acústico e Térmico,Belo Horizonte - MG,(31) 3081-9894,,Empreiteira de serviços de isolamento,4.8,130.0,"""Jhenifer é atenciosa e sempre oferencendo custo e beneficio.""",-19.99644,-44.009254
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Sense Acústica e Arquitetura,Ipatinga - MG,(31) 99928-0576,,Consultoria,5.0,2.0,"""Bons profissionais, atenciosos e a qualidade do serviço é muito boa.""",-19.489136,-42.525936
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,AER,Itajubá - MG,(35) 99204-0064,,Equipamentos e soluções de energia,5.0,3.0,,-22.43108,-45.45909
